指标,地区,时间,数值
    全国上市公司数量（家）,北京,2017,306.00000
    全国上市公司数量（家）,北京,2018,316.00000
    全国上市公司数量（家）,天津,2017,49.00000
    全国上市公司数量（家）,天津,2018,51.00000
    全国上市公司数量（家）,河北,2017,56.00000
    全国上市公司数量（家）,河北,2018,56.00000
    全国上市公司数量（家）,山西,2017,38.00000
    全国上市公司数量（家）,山西,2018,38.00000
    全国上市公司数量（家）,内蒙古,2017,26.00000
    全国上市公司数量（家）,内蒙古,2018,26.00000
    全国上市公司数量（家）,辽宁,2017,47.00000
    全国上市公司数量（家）,辽宁,2018,45.00000
    全国上市公司数量（家）,吉林,2017,42.00000
    全国上市公司数量（家）,吉林,2018,41.00000
    全国上市公司数量（家）,黑龙江,2017,36.00000
    全国上市公司数量（家）,黑龙江,2018,36.00000
    全国上市公司数量（家）,上海,2017,279.00000
    全国上市公司数量（家）,上海,2018,287.00000
    全国上市公司数量（家）,江苏,2017,382.00000
    全国上市公司数量（家）,江苏,2018,401.00000
    全国上市公司数量（家）,浙江,2017,342.00000
    全国上市公司数量（家）,浙江,2018,357.00000
    全国上市公司数量（家）,安徽,2017,102.00000
    全国上市公司数量（家）,安徽,2018,103.00000
    全国上市公司数量（家）,福建,2017,85.00000
    全国上市公司数量（家）,福建,2018,86.00000
    全国上市公司数量（家）,江西,2017,39.00000
    全国上市公司数量（家）,江西,2018,43.00000
    全国上市公司数量（家）,山东,2017,167.00000
    全国上市公司数量（家）,山东,2018,166.00000
    全国上市公司数量（家）,河南,2017,78.00000
    全国上市公司数量（家）,河南,2018,79.00000
    全国上市公司数量（家）,湖北,2017,97.00000
    全国上市公司数量（家）,湖北,2018,102.00000
    全国上市公司数量（家）,湖南,2017,101.00000
    全国上市公司数量（家）,湖南,2018,104.00000
    全国上市公司数量（家）,广东,2017,298.00000
    全国上市公司数量（家）,广东,2018,302.00000
    全国上市公司数量（家）,广西,2017,36.00000
    全国上市公司数量（家）,广西,2018,37.00000
    全国上市公司数量（家）,海南,2017,30.00000
    全国上市公司数量（家）,海南,2018,31.00000
    全国上市公司数量（家）,重庆,2017,50.00000
    全国上市公司数量（家）,重庆,2018,50.00000
    全国上市公司数量（家）,四川,2017,115.00000
    全国上市公司数量（家）,四川,2018,120.00000
    全国上市公司数量（家）,贵州,2017,27.00000
    全国上市公司数量（家）,贵州,2018,29.00000
    全国上市公司数量（家）,云南,2017,34.00000
    全国上市公司数量（家）,云南,2018,33.00000
    全国上市公司数量（家）,西藏,2017,15.00000
    全国上市公司数量（家）,西藏,2018,17.00000
    全国上市公司数量（家）,陕西,2017,47.00000
    全国上市公司数量（家）,陕西,2018,49.00000
    全国上市公司数量（家）,甘肃,2017,33.00000
    全国上市公司数量（家）,甘肃,2018,33.00000
    全国上市公司数量（家）,青海,2017,12.00000
    全国上市公司数量（家）,青海,2018,12.00000
    全国上市公司数量（家）,宁夏,2017,13.00000
    全国上市公司数量（家）,宁夏,2018,13.00000
    全国上市公司数量（家）,新疆,2017,52.00000
    全国上市公司数量（家）,新疆,2018,55.00000
    全国上市公司数量（家）,深圳,2017,273.00000
    全国上市公司数量（家）,深圳,2018,285.00000
