指标,地区,时间,数值
    全国上市公司数量（家）,北京,2007,105.00000
    全国上市公司数量（家）,北京,2008,111.00000
    全国上市公司数量（家）,天津,2007,28.00000
    全国上市公司数量（家）,天津,2008,27.00000
    全国上市公司数量（家）,河北,2007,37.00000
    全国上市公司数量（家）,河北,2008,36.00000
    全国上市公司数量（家）,山西,2007,25.00000
    全国上市公司数量（家）,山西,2008,27.00000
    全国上市公司数量（家）,内蒙古,2007,20.00000
    全国上市公司数量（家）,内蒙古,2008,20.00000
    全国上市公司数量（家）,辽宁,2007,51.00000
    全国上市公司数量（家）,辽宁,2008,53.00000
    全国上市公司数量（家）,吉林,2007,33.00000
    全国上市公司数量（家）,吉林,2008,34.00000
    全国上市公司数量（家）,黑龙江,2007,28.00000
    全国上市公司数量（家）,黑龙江,2008,27.00000
    全国上市公司数量（家）,上海,2007,158.00000
    全国上市公司数量（家）,上海,2008,160.00000
    全国上市公司数量（家）,江苏,2007,112.00000
    全国上市公司数量（家）,江苏,2008,120.00000
    全国上市公司数量（家）,浙江,2007,116.00000
    全国上市公司数量（家）,浙江,2008,128.00000
    全国上市公司数量（家）,安徽,2007,51.00000
    全国上市公司数量（家）,安徽,2008,55.00000
    全国上市公司数量（家）,福建,2007,51.00000
    全国上市公司数量（家）,福建,2008,56.00000
    全国上市公司数量（家）,江西,2007,27.00000
    全国上市公司数量（家）,江西,2008,26.00000
    全国上市公司数量（家）,山东,2007,88.00000
    全国上市公司数量（家）,山东,2008,97.00000
    全国上市公司数量（家）,河南,2007,36.00000
    全国上市公司数量（家）,河南,2008,38.00000
    全国上市公司数量（家）,湖北,2007,63.00000
    全国上市公司数量（家）,湖北,2008,64.00000
    全国上市公司数量（家）,湖南,2007,46.00000
    全国上市公司数量（家）,湖南,2008,48.00000
    全国上市公司数量（家）,广东,2007,188.00000
    全国上市公司数量（家）,广东,2008,202.00000
    全国上市公司数量（家）,广西,2007,25.00000
    全国上市公司数量（家）,广西,2008,25.00000
    全国上市公司数量（家）,海南,2007,20.00000
    全国上市公司数量（家）,海南,2008,20.00000
    全国上市公司数量（家）,重庆,2007,30.00000
    全国上市公司数量（家）,重庆,2008,31.00000
    全国上市公司数量（家）,四川,2007,65.00000
    全国上市公司数量（家）,四川,2008,67.00000
    全国上市公司数量（家）,贵州,2007,17.00000
    全国上市公司数量（家）,贵州,2008,17.00000
    全国上市公司数量（家）,云南,2007,26.00000
    全国上市公司数量（家）,云南,2008,27.00000
    全国上市公司数量（家）,西藏,2007,8.00000
    全国上市公司数量（家）,西藏,2008,8.00000
    全国上市公司数量（家）,陕西,2007,26.00000
    全国上市公司数量（家）,陕西,2008,28.00000
    全国上市公司数量（家）,甘肃,2007,20.00000
    全国上市公司数量（家）,甘肃,2008,21.00000
    全国上市公司数量（家）,青海,2007,9.00000
    全国上市公司数量（家）,青海,2008,9.00000
    全国上市公司数量（家）,宁夏,2007,11.00000
    全国上市公司数量（家）,宁夏,2008,11.00000
    全国上市公司数量（家）,新疆,2007,30.00000
    全国上市公司数量（家）,新疆,2008,32.00000
    上交所上市公司数量（家）,北京,2007,73.00000
    上交所上市公司数量（家）,北京,2008,77.00000
    上交所上市公司数量（家）,天津,2007,18.00000
    上交所上市公司数量（家）,天津,2008,17.00000
    上交所上市公司数量（家）,河北,2007,18.00000
    上交所上市公司数量（家）,河北,2008,18.00000
    上交所上市公司数量（家）,山西,2007,16.00000
    上交所上市公司数量（家）,山西,2008,16.00000
    上交所上市公司数量（家）,内蒙古,2007,15.00000
    上交所上市公司数量（家）,内蒙古,2008,15.00000
