指标,地区,时间,数值
            总人口（万人）,北京,2001,1385.10000
            总人口（万人）,天津,2001,1004.00000
            总人口（万人）,河北,2001,6699.00000
            总人口（万人）,山西,2001,3272.00000
            总人口（万人）,内蒙古,2001,2381.00000
            总人口（万人）,辽宁,2001,4194.00000
            总人口（万人）,吉林,2001,2691.00000
            总人口（万人）,黑龙江,2001,3811.00000
            总人口（万人）,上海,2001,1668.00000
            总人口（万人）,江苏,2001,7359.00000
            总人口（万人）,浙江,2001,4729.00000
            总人口（万人）,安徽,2001,6128.00000
            总人口（万人）,福建,2001,3445.00000
            总人口（万人）,江西,2001,4185.80000
            总人口（万人）,山东,2001,9041.00000
            总人口（万人）,河南,2001,9555.00000
            总人口（万人）,湖北,2001,5658.00000
            总人口（万人）,湖南,2001,6596.00000
            总人口（万人）,广东,2001,8733.18000
            总人口（万人）,广西,2001,4788.00000
            总人口（万人）,海南,2001,795.55000
            总人口（万人）,重庆,2001,2829.21000
            总人口（万人）,四川,2001,8143.00000
            总人口（万人）,贵州,2001,3799.00000
            总人口（万人）,云南,2001,4287.40000
            总人口（万人）,西藏,2001,264.00000
            总人口（万人）,陕西,2001,3653.00000
            总人口（万人）,甘肃,2001,2523.00000
            总人口（万人）,青海,2001,523.10000
            总人口（万人）,宁夏,2001,563.00000
            总人口（万人）,新疆,2001,1876.00000
            城镇人口数（万人）,北京,2001,1081.20000
            城镇人口数（万人）,天津,2001,535.22000
            城镇人口数（万人）,山西,2001,1147.92000
            城镇人口数（万人）,内蒙古,2001,1035.10000
            城镇人口数（万人）,辽宁,2001,1918.00000
            城镇人口数（万人）,黑龙江,2001,1996.20000
            城镇人口数（万人）,上海,2001,328.07000
            城镇人口数（万人）,江苏,2001,3133.20000
            城镇人口数（万人）,浙江,2001,2390.91043
            城镇人口数（万人）,福建,2001,1462.00000
            城镇人口数（万人）,江西,2001,1272.89190
            城镇人口数（万人）,山东,2001,2517.00000
            城镇人口数（万人）,河南,2001,2334.28650
            城镇人口数（万人）,湖北,2001,2308.50000
            城镇人口数（万人）,湖南,2001,2031.52000
            城镇人口数（万人）,广西,2001,3659.00000
            城镇人口数（万人）,海南,2001,190.89000
