指标,地区,时间,数值
            人口出生率（‰）,天津,1994,10.98000
            人口出生率（‰）,河北,1994,14.90000
            人口出生率（‰）,山西,1994,17.46000
            人口出生率（‰）,内蒙古,1994,19.00000
            人口出生率（‰）,辽宁,1994,10.70000
            人口出生率（‰）,吉林,1994,11.99000
            人口出生率（‰）,黑龙江,1994,15.15000
            人口出生率（‰）,上海,1994,5.90000
            人口出生率（‰）,江苏,1994,13.78000
            人口出生率（‰）,浙江,1994,13.24000
            人口出生率（‰）,安徽,1994,16.70000
            人口出生率（‰）,福建,1994,16.24000
            人口出生率（‰）,江西,1994,19.38000
            人口出生率（‰）,山东,1994,9.69000
            人口出生率（‰）,河南,1994,15.36000
            人口出生率（‰）,湖北,1994,18.17000
            人口出生率（‰）,湖南,1994,13.88000
            人口出生率（‰）,广东,1994,17.11000
            人口出生率（‰）,广西,1994,18.84000
            人口出生率（‰）,海南,1994,20.77000
            人口出生率（‰）,重庆,1994,13.46000
            人口出生率（‰）,四川,1994,16.90000
            人口出生率（‰）,贵州,1994,22.92000
            人口出生率（‰）,云南,1994,21.80000
            人口出生率（‰）,西藏,1994,23.80000
            人口出生率（‰）,陕西,1994,17.59000
            人口出生率（‰）,甘肃,1994,20.82000
            人口出生率（‰）,青海,1994,22.06000
            人口出生率（‰）,宁夏,1994,19.67000
            人口出生率（‰）,新疆,1994,20.82000
            人口死亡率（‰）,北京,1994,5.76000
            人口死亡率（‰）,天津,1994,6.19000
            人口死亡率（‰）,河北,1994,6.35000
            人口死亡率（‰）,山西,1994,6.70000
            人口死亡率（‰）,内蒙古,1994,6.50000
            人口死亡率（‰）,辽宁,1994,5.80000
            人口死亡率（‰）,吉林,1994,5.12000
            人口死亡率（‰）,黑龙江,1994,5.47000
            人口死亡率（‰）,上海,1994,7.30000
            人口死亡率（‰）,江苏,1994,6.86000
            人口死亡率（‰）,浙江,1994,6.64000
            人口死亡率（‰）,安徽,1994,6.86000
            人口死亡率（‰）,福建,1994,5.95000
            人口死亡率（‰）,江西,1994,7.00000
            人口死亡率（‰）,山东,1994,6.67000
            人口死亡率（‰）,河南,1994,6.34000
            人口死亡率（‰）,湖北,1994,6.68000
            人口死亡率（‰）,湖南,1994,7.03000
            人口死亡率（‰）,广东,1994,5.37000
            人口死亡率（‰）,广西,1994,6.60000
            人口死亡率（‰）,海南,1994,6.29000
            人口死亡率（‰）,重庆,1994,6.70000
            人口死亡率（‰）,四川,1994,7.00000
            人口死亡率（‰）,贵州,1994,8.14000
            人口死亡率（‰）,云南,1994,8.00000
            人口死亡率（‰）,西藏,1994,7.60000
            人口死亡率（‰）,陕西,1994,6.60000
            人口死亡率（‰）,甘肃,1994,6.84000
            人口死亡率（‰）,青海,1994,6.82000
            人口死亡率（‰）,宁夏,1994,6.02000
            人口死亡率（‰）,新疆,1994,7.43000
            人口自然增长率（‰）,北京,1994,3.20000
            人口自然增长率（‰）,天津,1994,4.79000
            人口自然增长率（‰）,河北,1994,8.40000
            人口自然增长率（‰）,山西,1994,10.76000
            人口自然增长率（‰）,内蒙古,1994,12.50000
            人口自然增长率（‰）,辽宁,1994,4.90000
            人口自然增长率（‰）,吉林,1994,6.87000
            人口自然增长率（‰）,黑龙江,1994,9.68000
            人口自然增长率（‰）,上海,1994,-1.40000
            人口自然增长率（‰）,江苏,1994,6.92000
            人口自然增长率（‰）,浙江,1994,6.60000
            人口自然增长率（‰）,安徽,1994,9.84000
            人口自然增长率（‰）,福建,1994,10.29000
            人口自然增长率（‰）,江西,1994,12.38000
            人口自然增长率（‰）,山东,1994,3.02000
            人口自然增长率（‰）,河南,1994,9.02000
            人口自然增长率（‰）,湖北,1994,11.49000
            人口自然增长率（‰）,湖南,1994,6.85000
            人口自然增长率（‰）,广东,1994,11.74000
            人口自然增长率（‰）,广西,1994,12.24000
            人口自然增长率（‰）,海南,1994,14.48000
            人口自然增长率（‰）,重庆,1994,6.76000
            人口自然增长率（‰）,四川,1994,9.90000
            人口自然增长率（‰）,贵州,1994,14.78000
            人口自然增长率（‰）,云南,1994,13.80000
            人口自然增长率（‰）,西藏,1994,16.20000
            人口自然增长率（‰）,陕西,1994,10.99000
            人口自然增长率（‰）,甘肃,1994,13.98000
            人口自然增长率（‰）,青海,1994,15.24000
            人口自然增长率（‰）,宁夏,1994,13.65000
            人口自然增长率（‰）,新疆,1994,13.39000

数据来源：<p>中国国家统计局</p>
由EPS DATA整理
