指标,地区,时间,数值
            乡村人口数（万人）,山西,2000,2082.48936
            乡村人口数（万人）,内蒙古,2000,1371.30000
            乡村人口数（万人）,辽宁,2000,2233.00000
            乡村人口数（万人）,吉林,2000,296.80000
            乡村人口数（万人）,黑龙江,2000,1829.60000
            乡村人口数（万人）,上海,2000,986.16000
            乡村人口数（万人）,江苏,2000,4286.43000
            乡村人口数（万人）,浙江,2000,2400.79383
            乡村人口数（万人）,福建,2000,1979.00000
            乡村人口数（万人）,江西,2000,2999.81270
            乡村人口数（万人）,山东,2000,6566.00000
            乡村人口数（万人）,河南,2000,7286.78400
            乡村人口数（万人）,湖北,2000,3547.80000
            乡村人口数（万人）,湖南,2000,4609.84000
            乡村人口数（万人）,广东,2000,3906.79080
            乡村人口数（万人）,广西,2000,1149.00000
            乡村人口数（万人）,海南,2000,575.44000
            乡村人口数（万人）,重庆,2000,1834.94000
            乡村人口数（万人）,贵州,2000,2859.23000
            乡村人口数（万人）,云南,2000,3250.20000
            乡村人口数（万人）,西藏,2000,180.85000
            乡村人口数（万人）,陕西,2000,2468.00000
            乡村人口数（万人）,甘肃,2000,1942.98000
            乡村人口数（万人）,青海,2000,336.96000
            乡村人口数（万人）,宁夏,2000,373.94000
            乡村人口数（万人）,新疆,2000,1225.23000
            乡村人口所占比率（%）,安徽,2000,72.00000
            户籍人口（万人）,天津,2000,912.00000
            户籍人口（万人）,辽宁,2000,4135.00000
            户籍人口（万人）,吉林,2000,2627.30000
            户籍人口（万人）,安徽,2000,6278.00000
            户籍人口（万人）,湖南,2000,6562.05000
            户籍人口（万人）,广西,2000,4751.00000
            户籍人口（万人）,贵州,2000,3755.72000
            人口出生率（‰）,北京,2000,6.20000
            人口出生率（‰）,天津,2000,7.72000
            人口出生率（‰）,河北,2000,11.30000
            人口出生率（‰）,山西,2000,13.25000
            人口出生率（‰）,内蒙古,2000,12.10000
            人口出生率（‰）,辽宁,2000,10.70000
            人口出生率（‰）,吉林,2000,9.53000
            人口出生率（‰）,黑龙江,2000,9.43000
            人口出生率（‰）,上海,2000,5.30000
            人口出生率（‰）,江苏,2000,9.08000
            人口出生率（‰）,浙江,2000,10.30000
            人口出生率（‰）,安徽,2000,13.40000
            人口出生率（‰）,福建,2000,11.60000
            人口出生率（‰）,江西,2000,15.55000
            人口出生率（‰）,山东,2000,10.75000
            人口出生率（‰）,河南,2000,13.07000
            人口出生率（‰）,湖北,2000,9.71000
            人口出生率（‰）,湖南,2000,11.45000
            人口出生率（‰）,广东,2000,12.91000
            人口出生率（‰）,广西,2000,13.60000
            人口出生率（‰）,海南,2000,15.67000
            人口出生率（‰）,重庆,2000,11.43000
            人口出生率（‰）,四川,2000,12.10000
            人口出生率（‰）,贵州,2000,20.59000
            人口出生率（‰）,云南,2000,19.05000
            人口出生率（‰）,西藏,2000,23.20000
            人口出生率（‰）,甘肃,2000,14.38000
            人口出生率（‰）,青海,2000,19.25000
            人口出生率（‰）,宁夏,2000,16.49000
            人口出生率（‰）,新疆,2000,17.57000
            人口死亡率（‰）,北京,2000,5.30000
            人口死亡率（‰）,天津,2000,6.17000
            人口死亡率（‰）,河北,2000,6.20000
            人口死亡率（‰）,山西,2000,5.77000
            人口死亡率（‰）,内蒙古,2000,5.90000
            人口死亡率（‰）,辽宁,2000,6.70000
            人口死亡率（‰）,吉林,2000,5.38000
            人口死亡率（‰）,黑龙江,2000,5.50000
            人口死亡率（‰）,上海,2000,7.20000
            人口死亡率（‰）,江苏,2000,6.52000
            人口死亡率（‰）,浙江,2000,6.13000
            人口死亡率（‰）,安徽,2000,5.76000
            人口死亡率（‰）,福建,2000,5.85000
            人口死亡率（‰）,江西,2000,6.07000
            人口死亡率（‰）,山东,2000,6.29000
            人口死亡率（‰）,河南,2000,5.93000
            人口死亡率（‰）,湖北,2000,6.01000
            人口死亡率（‰）,湖南,2000,6.79000
            人口死亡率（‰）,广东,2000,4.77000
            人口死亡率（‰）,广西,2000,5.70000
            人口死亡率（‰）,海南,2000,5.80000
            人口死亡率（‰）,重庆,2000,7.98000
            人口死亡率（‰）,四川,2000,7.00000
            人口死亡率（‰）,贵州,2000,7.53000
            人口死亡率（‰）,云南,2000,7.57000
            人口死亡率（‰）,西藏,2000,7.40000
            人口死亡率（‰）,甘肃,2000,6.41000
            人口死亡率（‰）,青海,2000,6.15000
            人口死亡率（‰）,宁夏,2000,4.57000
            人口死亡率（‰）,新疆,2000,5.40000
            人口自然增长率（‰）,北京,2000,0.90000
            人口自然增长率（‰）,天津,2000,1.55000
            人口自然增长率（‰）,河北,2000,5.10000
            人口自然增长率（‰）,山西,2000,7.48000
            人口自然增长率（‰）,内蒙古,2000,6.10000
            人口自然增长率（‰）,辽宁,2000,4.00000
            人口自然增长率（‰）,吉林,2000,4.15000
            人口自然增长率（‰）,黑龙江,2000,3.93000
            人口自然增长率（‰）,上海,2000,-1.90000
            人口自然增长率（‰）,江苏,2000,2.56000
            人口自然增长率（‰）,浙江,2000,4.17000
            人口自然增长率（‰）,安徽,2000,7.64000
            人口自然增长率（‰）,福建,2000,5.75000
            人口自然增长率（‰）,江西,2000,9.48000
            人口自然增长率（‰）,山东,2000,4.46000
            人口自然增长率（‰）,河南,2000,7.14000
            人口自然增长率（‰）,湖北,2000,3.70000
            人口自然增长率（‰）,湖南,2000,4.66000
            人口自然增长率（‰）,广东,2000,8.14000
            人口自然增长率（‰）,广西,2000,7.90000
            人口自然增长率（‰）,海南,2000,9.87000
            人口自然增长率（‰）,重庆,2000,3.45000
            人口自然增长率（‰）,四川,2000,5.10000
            人口自然增长率（‰）,贵州,2000,13.06000
            人口自然增长率（‰）,云南,2000,11.48000
            人口自然增长率（‰）,西藏,2000,15.80000
            人口自然增长率（‰）,陕西,2000,5.01000
            人口自然增长率（‰）,甘肃,2000,7.97000
            人口自然增长率（‰）,青海,2000,13.10000
            人口自然增长率（‰）,宁夏,2000,11.92000
            人口自然增长率（‰）,新疆,2000,12.17000

数据来源：<p>中国国家统计局</p>
由EPS DATA整理
