指标,地区,时间,数值
新上市公司家数（家）,湖北,2019,4.00000
新上市公司家数（家）,湖北,2020,9.00000
新上市公司家数（家）,湖南,2019,0.00000
新上市公司家数（家）,湖南,2020,11.00000
新上市公司家数（家）,广东,2019,25.00000
新上市公司家数（家）,广东,2020,26.00000
新上市公司家数（家）,广西,2019,0.00000
新上市公司家数（家）,广西,2020,0.00000
新上市公司家数（家）,海南,2019,0.00000
新上市公司家数（家）,海南,2020,1.00000
新上市公司家数（家）,重庆,2019,4.00000
新上市公司家数（家）,重庆,2020,3.00000
新上市公司家数（家）,四川,2019,7.00000
新上市公司家数（家）,四川,2020,11.00000
新上市公司家数（家）,贵州,2019,0.00000
新上市公司家数（家）,贵州,2020,2.00000
新上市公司家数（家）,云南,2019,3.00000
新上市公司家数（家）,云南,2020,1.00000
新上市公司家数（家）,西藏,2019,0.00000
新上市公司家数（家）,西藏,2020,1.00000
新上市公司家数（家）,陕西,2019,5.00000
新上市公司家数（家）,陕西,2020,6.00000
新上市公司家数（家）,甘肃,2019,0.00000
新上市公司家数（家）,甘肃,2020,0.00000
新上市公司家数（家）,青海,2019,0.00000
新上市公司家数（家）,青海,2020,0.00000
新上市公司家数（家）,宁夏,2019,1.00000
新上市公司家数（家）,宁夏,2020,0.00000
新上市公司家数（家）,新疆,2019,0.00000
新上市公司家数（家）,新疆,2020,2.00000
新上市公司家数（家）,深圳,2019,0.00000
新上市公司家数（家）,深圳,2020,34.00000
新上市公司家数（家）,大连,2019,0.00000
新上市公司家数（家）,大连,2020,1.00000
新上市公司家数（家）,宁波,2019,0.00000
新上市公司家数（家）,宁波,2020,13.00000
新上市公司家数（家）,厦门,2019,0.00000
新上市公司家数（家）,厦门,2020,9.00000
新上市公司家数（家）,青岛,2019,4.00000
新上市公司家数（家）,青岛,2020,4.00000
    上交所新上市公司数量（家）,北京,2019,18.00000
    上交所新上市公司数量（家）,北京,2020,27.00000
    上交所新上市公司数量（家）,天津,2019,2.00000
    上交所新上市公司数量（家）,天津,2020,3.00000
    上交所新上市公司数量（家）,河北,2019,0.00000
    上交所新上市公司数量（家）,河北,2020,1.00000
    上交所新上市公司数量（家）,山西,2019,0.00000
    上交所新上市公司数量（家）,山西,2020,1.00000
    上交所新上市公司数量（家）,内蒙古,2019,0.00000
    上交所新上市公司数量（家）,内蒙古,2020,0.00000
    上交所新上市公司数量（家）,辽宁,2019,1.00000
    上交所新上市公司数量（家）,辽宁,2020,1.00000
    上交所新上市公司数量（家）,吉林,2019,0.00000
    上交所新上市公司数量（家）,吉林,2020,1.00000
    上交所新上市公司数量（家）,黑龙江,2019,1.00000
    上交所新上市公司数量（家）,黑龙江,2020,0.00000
