code,name,prov_code,city_code,county_code,prov_name,city_name,county_name,level,is_prov,is_city,is_county
131082,河北省廊坊市三河市,130000,131000,131082,河北省,河北省廊坊市,河北省廊坊市三河市,县级,0,0,1
131100,河北省衡水市,130000,131100,131100,河北省,河北省衡水市,河北省衡水市,市级,0,1,0
131101,河北省衡水市市辖区,130000,131100,131101,河北省,河北省衡水市,河北省衡水市市辖区,县级,0,0,1
131102,河北省衡水市桃城区,130000,131100,131102,河北省,河北省衡水市,河北省衡水市桃城区,县级,0,0,1
131121,河北省衡水市枣强县,130000,131100,131121,河北省,河北省衡水市,河北省衡水市枣强县,县级,0,0,1
131122,河北省衡水市武邑县,130000,131100,131122,河北省,河北省衡水市,河北省衡水市武邑县,县级,0,0,1
131123,河北省衡水市武强县,130000,131100,131123,河北省,河北省衡水市,河北省衡水市武强县,县级,0,0,1
131124,河北省衡水市饶阳县,130000,131100,131124,河北省,河北省衡水市,河北省衡水市饶阳县,县级,0,0,1
131125,河北省衡水市安平县,130000,131100,131125,河北省,河北省衡水市,河北省衡水市安平县,县级,0,0,1
131126,河北省衡水市故城县,130000,131100,131126,河北省,河北省衡水市,河北省衡水市故城县,县级,0,0,1
131127,河北省衡水市景县,130000,131100,131127,河北省,河北省衡水市,河北省衡水市景县,县级,0,0,1
131128,河北省衡水市阜城县,130000,131100,131128,河北省,河北省衡水市,河北省衡水市阜城县,县级,0,0,1
131181,河北省衡水市冀州市,130000,131100,131181,河北省,河北省衡水市,河北省衡水市冀州市,县级,0,0,1
131182,河北省衡水市深州市,130000,131100,131182,河北省,河北省衡水市,河北省衡水市深州市,县级,0,0,1
140000,山西省,140000,140000,140000,山西省,山西省,山西省,省级,1,0,0
140100,山西省太原市,140000,140100,140100,山西省,山西省太原市,山西省太原市,市级,0,1,0
140101,山西省太原市市辖区,140000,140100,140101,山西省,山西省太原市,山西省太原市市辖区,县级,0,0,1
140105,山西省太原市小店区,140000,140100,140105,山西省,山西省太原市,山西省太原市小店区,县级,0,0,1
140106,山西省太原市迎泽区,140000,140100,140106,山西省,山西省太原市,山西省太原市迎泽区,县级,0,0,1
140107,山西省太原市杏花岭区,140000,140100,140107,山西省,山西省太原市,山西省太原市杏花岭区,县级,0,0,1
140108,山西省太原市尖草坪区,140000,140100,140108,山西省,山西省太原市,山西省太原市尖草坪区,县级,0,0,1
140109,山西省太原市万柏林区,140000,140100,140109,山西省,山西省太原市,山西省太原市万柏林区,县级,0,0,1
