city,year,type,data_index,data_rank,platform_index,platform_rank,total_index,total_rank,prepare_index,prepare_rank,valuable_num,use_index,valuable_num_prov,valuable_num_prov_area,use_rank,serve_index,assure_index,rank_2023
那曲,2024,城市,,,,,,,,,,,,,,,,
郴州,2024,城市,,,,,,,,,,,,,,,,
鄂尔多斯,2024,城市,,,,,,,,,,,,,,,,
鄂州,2024,城市,,,,,,,,,,,,,,,,
重庆,2024,城市,18.89949400921659,,,,35.159494009216594,,,,,2.6,,,,7.83,5.83,
金华,2024,城市,21.054314938491693,,,,35.894314938491696,,,,,2.6,,,,9.41,2.83,
金昌,2024,城市,,,,,,,,,,,,,,,,
钦州,2024,城市,,,,,,,,,,,,,,,,
铜仁,2024,城市,,,,,,,,,,,,,,,,
铜陵,2024,城市,,,,,,,,,,,,,,,,
银川,2024,城市,,,,,,,,,,,,,,,,
锡林郭勒,2024,城市,,,,,,,,,,,,,,,,
镇江,2024,城市,20.527989960450682,,,,32.07798996045068,,,,,1.1,,,,9.85,0.6,
长沙,2024,城市,,,,,,,,,,,,,,,,
长治,2024,城市,,,,,,,,,,,,,,,,
阜阳,2024,城市,,,,,0-1,,,,,,,,,,,
防城港,2024,城市,,,,,,,,,,,,,,,,
阳江,2024,城市,,,,,,,,,,,,,,,,
阳泉,2024,城市,,,,,,,,,,,,,,,,
阿坝,2024,城市,,,,,,,,,,,,,,,,
阿拉善,2024,城市,,,,,,,,,,,,,,,,
陇南,2024,城市,,,,,,,,,,,,,,,,
陕西,2024,省域,1.02,,,,5.250000000000001,,,,,0.2,,,,0.55,3.48,13.0
随州,2024,城市,,,,,,,,,,,,,,,,
雅安,2024,城市,,,,,,,,,,,,,,,,
青岛,2024,城市,28.25471857004918,,,,50.96671857004918,,,,,4.8,,,,12.95,4.962,
青海,2024,省域,1.0,,,,1.4,,,,,0.0,,,,0.0,0.4,27.0
韶关,2024,城市,,,,,,,,,,,,,,,,
马鞍山,2024,城市,,,,,,,,,,,,,,,,
鸡西,2024,城市,,,,,,,,,,,,,,,,
鹤壁,2024,城市,,,,,,,,,,,,,,,,
鹤岗,2024,城市,,,,,,,,,,,,,,,,
鹰潭,2024,城市,,,,,,,,,,,,,,,,
黄冈,2024,城市,,,,,,,,,,,,,,,,
黄山,2024,城市,,,,,,,,,,,,,,,,
黄石,2024,城市,,,,,,,,,,,,,,,,
黑河,2024,城市,,,,,,,,,,,,,,,,
黑龙江,2024,省域,6.04,,,,23.75,,,,,1.1,,,,10.63,5.98,17.0
黔东南,2024,城市,,,,,,,,,,,,,,,,
黔南,2024,城市,,,,,,,,,,,,,,,,
黔西南,2024,城市,,,,,,,,,,,,,,,,
齐齐哈尔,2024,城市,,,,,,,,,,,,,,,,
龙岩,2024,城市,,,,,,,,,,,,,,,,
